id;Display -> Display size;Display -> Display refresh rate;Display -> Luminosity;Processor -> Number of processor cores;Processor -> Processor frequency;Processor -> Core boost frequency;Processor -> TDP;Processor -> Cache processor;Memory -> Size of operational RAM;Memory -> Memory frequency;Memory -> Number of installed slots;Memory -> Total number of slots;Memory -> Intel Optane;Graphics card -> Graphics card memory;Graphics card -> Maximum Graphic Power (TGP);Graphics card -> Boost clock;Graphics card -> Number of stream processors;Graphics card -> GPU Passmark;Hard drive -> Storage capacity;Hard drive -> HDD capacity;Hard drive -> SSD capacity;Hard drive -> Number of occupied slots M.2;Hard drive -> Slots in total M.2;Hard drive -> Number of occupied slots 2.5";Hard drive -> Slots in total 2.5";Hard drive -> Number of free slots;Battery -> Battery capacity;Battery -> Charging power;Battery -> Maximum battery capacity;Battery -> Number of cells;Battery -> Standby time;Weight -> Weight;Interface -> USB-C;Interface -> USB 3.2 Gen 1 (USB 3.0);Interface -> Thunderbolt / USB 4;Interface -> USB 3.2 Gen 2;Interface -> USB 2.0;Interface -> USB 3.2 Gen 2x2;Dimensions -> Width;Dimensions -> Maximum height;Dimensions -> Depth;
1580;14.0;60.0;300.0;12.0;1.2;4.4;28.0;12.0;16.0;4800.0;;0.0;;;;;;;512.0;;512.0;1.0;2.0;;;;62.0;100.0;;;;1.4;1.0;2.0;1.0;;1.0;;312.0;15.9;224.0;
1581;16.0;120.0;300.0;14.0;2.4;5.0;45.0;24.0;16.0;4800.0;2.0;2.0;;8.0;;;;;1000.0;;1000.0;1.0;1.0;;;;86.0;;;6.0;;2.22;;2.0;1.0;;;;356.78;17.91;251.7;
1582;16.0;120.0;300.0;14.0;2.4;5.0;45.0;24.0;16.0;4800.0;0.0;0.0;;6.0;;;;;512.0;;512.0;1.0;1.0;;;;86.0;;;6.0;;2.13;;2.0;1.0;;;;356.78;17.91;251.7;
1583;14.0;60.0;250.0;10.0;1.3;4.4;15.0;12.0;8.0;2666.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.49;;2.0;;;1.0;;321.27;19.48;220.26;
1584;14.0;;300.0;10.0;3.4;4.6;15.0;12.0;16.0;;;;;;;;;;512.0;;512.0;1.0;1.0;;;;56.0;65.0;12.5;3.0;;1.5;;2.0;1.0;;;;328.67;17.9;223.57;
1585;14.0;;300.0;10.0;3.7;5.0;55.0;12.0;16.0;;0.0;0.0;;;;;;;1000.0;;1000.0;1.0;2.0;;;;50.0;65.0;8.0;3.0;;1.25;2.0;2.0;1.0;;;;312.9;14.9;217.9;
1586;16.0;60.0;400.0;6.0;2.9;4.55;28.0;16.0;16.0;;0.0;0.0;;;;;;;512.0;;512.0;1.0;2.0;;;;54.0;65.0;7.5;3.0;;1.17;2.0;2.0;;;;;356.7;13.95;242.3;
1587;16.0;;;10.0;3.4;4.6;15.0;12.0;8.0;;1.0;2.0;;;;;;;512.0;;512.0;1.0;2.0;;1.0;;50.0;65.0;13.0;3.0;;1.87;;2.0;1.0;;;;358.5;19.9;260.0;
1588;14.0;;;10.0;3.7;5.0;55.0;12.0;16.0;;1.0;1.0;;;;;;;1000.0;;1000.0;1.0;1.0;;;;65.0;65.0;9.0;4.0;;1.39;2.0;2.0;1.0;;;;319.0;18.9;229.0;
1589;14.0;;400.0;6.0;3.3;4.5;15.0;10.0;8.0;;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;;;;56.0;65.0;13.0;3.0;;1.39;;2.0;2.0;;;;319.0;18.9;229.0;
1590;14.0;60.0;;12.0;1.2;4.4;28.0;12.0;16.0;;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;56.0;65.0;9.0;3.0;;1.37;;2.0;2.0;;;;319.9;17.99;229.9;
1591;16.0;;400.0;10.0;3.4;4.6;15.0;12.0;16.0;;1.0;1.0;;4.0;;;;;512.0;;512.0;1.0;1.0;;;;65.0;90.0;11.0;3.0;;1.6;;2.0;2.0;;;;358.0;18.9;251.0;
1592;15.6;;;8.0;2.3;5.1;45.0;16.0;32.0;2933.0;2.0;3.0;;8.0;;1815.0;3072.0;;1000.0;;1000.0;1.0;;;;;84.0;230.0;7.0;4.0;;2.1;1.0;;;;;;358.5;17.9;255.0;
1593;14.0;60.0;400.0;8.0;27.0;47.0;28.0;16.0;16.0;6400.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;525.0;65.0;;;;14.0;2.0;2.0;;;;;3177.0;179.0;2269.0;
