id;Display -> Display size;Display -> Display refresh rate;Display -> Luminosity;Processor -> Number of processor cores;Processor -> Processor frequency;Processor -> Core boost frequency;Processor -> TDP;Processor -> Cache processor;Memory -> Size of operational RAM;Memory -> Memory frequency;Memory -> Number of installed slots;Memory -> Total number of slots;Memory -> Intel Optane;Graphics card -> Graphics card memory;Graphics card -> Maximum Graphic Power (TGP);Graphics card -> Boost clock;Graphics card -> Number of stream processors;Graphics card -> GPU Passmark;Hard drive -> Storage capacity;Hard drive -> HDD capacity;Hard drive -> SSD capacity;Hard drive -> Number of occupied slots M.2;Hard drive -> Slots in total M.2;Hard drive -> Number of occupied slots 2.5";Hard drive -> Slots in total 2.5";Hard drive -> Number of free slots;Battery -> Battery capacity;Battery -> Charging power;Battery -> Maximum battery capacity;Battery -> Number of cells;Battery -> Standby time;Weight -> Weight;Interface -> USB-C;Interface -> USB 3.2 Gen 1 (USB 3.0);Interface -> Thunderbolt / USB 4;Interface -> USB 3.2 Gen 2;Interface -> USB 2.0;Interface -> USB 3.2 Gen 2x2;Dimensions -> Width;Dimensions -> Maximum height;Dimensions -> Depth;
1745;13.4;165.0;500.0;8.0;4.0;5.2;54.0;16.0;16.0;6400.0;0.0;0.0;;8.0;60.0;1470.0;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;75.0;130.0;;4.0;;1.3;2.0;;;1.0;;;299.0;18.7;212.0;
1746;15.6;;250.0;12.0;;4.5;;18.0;16.0;3200.0;2.0;;;6.0;;;;;512.0;;512.0;;;;;;;200.0;;4.0;;2.29;1.0;2.0;;;;;357.9;23.5;255.0;
1747;15.6;144.0;;10.0;3.5;4.7;115.0;24.0;16.0;;2.0;3.0;;8.0;140.0;2350.0;;;1000.0;;1000.0;1.0;2.0;;1.0;;57.0;330.0;5.0;4.0;;2.6;1.0;1.0;1.0;2.0;;;360.4;25.9;271.09;
1748;15.6;165.0;300.0;14.0;3.8;5.0;115.0;24.0;16.0;;2.0;3.0;;8.0;140.0;2350.0;;;1000.0;;1000.0;1.0;2.0;;1.0;;57.0;330.0;5.0;4.0;;2.6;1.0;1.0;1.0;2.0;;;360.4;25.9;271.09;
1749;16.0;120.0;350.0;8.0;3.8;5.1;35.0;16.0;32.0;6400.0;;0.0;;6.0;115.0;2370.0;;;1000.0;;1000.0;1.0;2.0;;;;75.0;170.0;;;;1.93;1.0;2.0;1.0;;;;356.0;17.5;251.0;
1750;16.0;60.0;400.0;12.0;1.4;4.6;64.0;12.0;16.0;5200.0;;;;;;;;;512.0;;512.0;1.0;1.0;;;;71.0;65.0;20.5;;;1.98;;2.0;2.0;;;;362.16;16.99;250.12;
1751;14.0;;;6.0;3.3;4.4;15.0;10.0;16.0;;0.0;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;53.0;65.0;12.0;3.0;;1.5;1.0;;1.0;2.0;;;320.4;18.95;206.7;
1752;14.0;;300.0;12.0;1.7;4.4;28.0;12.0;16.0;;;;;;;;;;512.0;;512.0;1.0;2.0;;;;56.0;65.0;10.5;3.0;;1.25;;2.0;2.0;;;;321.0;15.9;210.8;
1753;14.0;60.0;250.0;10.0;0.9;4.6;15.0;12.0;16.0;4800.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;54.0;65.0;;4.0;;1.62;;1.0;2.0;;;;314.0;17.47;226.56;
1754;14.0;;400.0;6.0;2.0;4.5;15.0;16.0;16.0;3200.0;;;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;56.6;65.0;16.0;3.0;;1.46;2.0;2.0;;;;;312.0;16.9;221.0;
1755;15.6;;250.0;10.0;1.3;4.6;;12.0;16.0;3200.0;2.0;2.0;;;;;;;512.0;;512.0;;;;;;;65.0;;3.0;;1.78;1.0;2.0;1.0;;;;359.4;19.9;233.9;
1756;13.0;;450.0;10.0;;4.4;55.0;12.0;16.0;;;;;;;;;;256.0;;256.0;;;;;;47.7;;15.5;;;0.88;;;2.0;;;;209.0;9.3;287.0;
1757;14.0;60.0;250.0;10.0;1.3;5.2;15.0;12.0;16.0;3200.0;2.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;54.0;65.0;;3.0;;1.39;;2.0;2.0;;;;321.35;21.04;212.0;
1758;17.0;165.0;;24.0;4.0;5.5;55.0;32.0;64.0;;2.0;2.0;;8.0;90.0;;;;2000.0;;2000.0;1.0;1.0;;;;90.0;280.0;;4.0;;2.49;;;2.0;1.0;;;382.0;19.0;260.0;
1759;17.3;60.0;;10.0;1.2;5.0;15.0;12.0;32.0;;2.0;2.0;;4.0;45.0;1477.0;;;1000.0;;1000.0;1.0;2.0;;;;50.0;90.0;;3.0;;2.09;;2.0;1.0;;;;402.1;17.99;256.5;
1760;14.0;60.0;425.0;12.0;2.1;4.7;28.0;18.0;16.0;;;;;;;;;;1000.0;;1000.0;1.0;1.0;;;;56.0;65.0;15.0;4.0;;1.3;1.0;;;2.0;;;311.2;16.9;218.2;
1761;15.6;;400.0;10.0;1.7;5.0;;12.0;32.0;3200.0;2.0;2.0;;4.0;;;;;1000.0;;1000.0;;;;;;;65.0;13.0;3.0;;1.78;1.0;2.0;1.0;;;;359.4;19.9;233.9;
1762;14.0;60.0;300.0;10.0;1.2;4.7;55.0;12.0;16.0;3200.0;1.0;1.0;;;;;;;512.0;;512.0;1.0;2.0;;;;45.0;65.0;8.0;;;1.4;1.0;2.0;1.0;;;;323.0;17.9;218.0;
1763;14.0;60.0;400.0;8.0;3.3;5.1;30.0;16.0;32.0;6400.0;0.0;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;;;;57.0;65.0;;;;1.26;;2.0;2.0;;;;317.7;16.9;226.9;
1764;13.4;60.0;500.0;12.0;2.2;5.0;28.0;18.0;16.0;6000.0;0.0;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;55.0;60.0;;3.0;;1.26;;;2.0;;;;295.3;15.28;199.04;
1765;14.0;60.0;250.0;10.0;0.9;4.6;15.0;12.0;16.0;4800.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;54.0;65.0;;4.0;;1.62;;1.0;2.0;;;;314.0;17.47;226.56;
1766;13.4;60.0;500.0;12.0;2.2;5.0;28.0;18.0;16.0;6000.0;0.0;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;;;;55.0;60.0;;3.0;;1.26;;;2.0;;;;295.3;15.28;199.04;
1767;14.0;60.0;400.0;12.0;1.6;5.0;28.0;18.0;16.0;5200.0;;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;75.0;100.0;14.0;;;1.4;1.0;;2.0;1.0;;;318.0;15.25;230.0;
1768;16.0;60.0;400.0;12.0;1.6;5.0;64.0;18.0;16.0;7500.0;;0.0;;4.0;60.0;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;52.5;100.0;;;;1.7;;2.0;2.0;;;;361.9;21.1;255.5;
1769;14.0;120.0;300.0;12.0;1.4;4.6;28.0;12.0;16.0;4800.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;54.0;65.0;;4.0;;1.78;;2.0;1.0;;;;314.0;18.52;226.6;
1770;15.6;120.0;250.0;10.0;1.3;4.4;15.0;12.0;8.0;2666.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.83;;2.0;;;1.0;;358.5;18.99;235.56;
1771;13.4;60.0;500.0;10.0;3.5;4.7;9.0;12.0;16.0;5200.0;;;;;;;;;512.0;;512.0;;;;;;51.0;45.0;;3.0;;1.17;;;2.0;;;;295.4;13.99;199.4;
1772;16.0;60.0;350.0;12.0;12.0;44.0;28.0;12.0;16.0;4800.0;;0.0;;;;;;;512.0;;512.0;1.0;2.0;;;;71.0;100.0;;;;18.0;1.0;2.0;1.0;;1.0;;356.0;165.0;251.0;
1773;14.0;60.0;300.0;14.0;2.3;4.7;45.0;24.0;16.0;4800.0;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;;;;64.0;90.0;;4.0;;1.68;;2.0;1.0;;;;314.0;18.87;227.5;
1774;16.0;60.0;250.0;12.0;2.2;5.0;28.0;18.0;16.0;4800.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;54.0;65.0;;4.0;;1.9;;2.0;1.0;;;;356.78;17.95;251.9;
1775;16.0;60.0;300.0;8.0;1.5;4.6;45.0;12.0;16.0;5200.0;;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;56.6;65.0;;3.0;;1.89;2.0;2.0;;;;;356.0;16.9;251.0;
1776;13.0;;450.0;10.0;1.3;4.8;15.0;12.0;16.0;;;0.0;;;;;;;512.0;;512.0;;;;;;47.7;;15.5;;;0.88;;;2.0;;;;209.0;9.3;287.0;
1777;14.0;90.0;500.0;14.0;1.8;5.0;45.0;24.0;16.0;3200.0;;0.0;;;28.0;1350.0;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;51.0;90.0;9.25;3.0;;1.4;2.0;2.0;;;;;313.5;18.4;224.2;
1778;14.0;;;12.0;34.0;47.0;28.0;18.0;16.0;;1.0;2.0;;;;;;;1000.0;;1000.0;1.0;1.0;;;;56.0;65.0;;3.0;95.0;137.0;;;2.0;;;;3199.0;1799.0;2299.0;
1779;15.6;120.0;250.0;10.0;1.3;4.4;15.0;12.0;8.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.83;1.0;1.0;;;1.0;;358.5;18.99;235.56;
1780;14.0;60.0;400.0;8.0;3.3;5.1;30.0;16.0;64.0;7500.0;0.0;0.0;;;;;;;2000.0;;2000.0;1.0;1.0;;;;52.5;65.0;;;;1.34;1.0;2.0;1.0;;;;317.7;17.9;226.9;
1781;14.0;60.0;250.0;10.0;0.9;4.6;15.0;12.0;16.0;4800.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;54.0;65.0;;4.0;;1.78;;2.0;1.0;;;;314.0;18.52;226.6;
1782;14.0;;;6.0;3.3;4.4;55.0;10.0;8.0;;0.0;0.0;;;;;;;256.0;;256.0;1.0;1.0;;;;56.0;65.0;10.0;3.0;;1.4;2.0;1.0;;;;;313.0;20.5;224.0;
1783;15.6;60.0;;8.0;1.5;4.4;45.0;12.0;16.0;3200.0;2.0;2.0;;;;;;;512.0;;512.0;1.0;2.0;;;;50.0;90.0;;3.0;;1.77;1.0;3.0;1.0;;;;362.9;17.9;237.8;
1784;14.0;60.0;250.0;2.0;3.0;4.1;28.0;6.0;8.0;2666.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.49;;1.0;;;1.0;;321.27;19.48;220.26;
1785;14.0;60.0;;6.0;2.1;4.0;15.0;8.0;8.0;;0.0;0.0;;;;;;;512.0;;512.0;1.0;;;;;48.0;65.0;12.5;3.0;;1.2;1.0;2.0;;;;;322.8;15.95;212.2;
1786;15.6;60.0;220.0;4.0;2.4;4.2;28.0;8.0;8.0;2666.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;1.0;;41.0;65.0;;3.0;;1.69;;2.0;;;1.0;;358.5;18.9;235.56;
1787;15.6;;;6.0;3.3;4.4;15.0;15.0;8.0;;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;;;;40.0;45.0;5.0;3.0;;1.7;;3.0;;;;;362.9;17.9;241.26;
1788;15.6;;250.0;6.0;2.1;4.0;;8.0;8.0;3200.0;1.0;1.0;;;;;;;256.0;;256.0;;;;;;;45.0;;3.0;;1.74;1.0;2.0;;;;;358.0;19.9;242.0;
1789;15.6;;;6.0;3.3;4.4;15.0;10.0;8.0;;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;56.0;45.0;12.0;3.0;;1.8;;3.0;1.0;;;;363.0;19.9;255.0;
1790;15.6;60.0;;2.0;2.4;4.2;28.0;8.0;16.0;;;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;1.0;;36.0;45.0;9.0;2.0;;1.7;;2.0;;;1.0;;363.4;19.9;238.4;
1791;15.6;120.0;250.0;2.0;3.0;4.1;28.0;6.0;8.0;3200.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.83;;2.0;;;1.0;;358.5;18.99;235.56;
1792;15.6;60.0;250.0;6.0;0.9;4.4;15.0;10.0;8.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;41.0;45.0;7.5;3.0;;1.74;1.0;2.0;;;;;358.5;17.9;242.0;
1793;15.6;;;6.0;3.3;4.4;15.0;15.0;8.0;;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;;;;40.0;45.0;5.0;3.0;;1.7;;3.0;;;;;362.9;19.9;241.26;
1794;15.6;60.0;250.0;5.0;1.2;4.5;15.0;10.0;8.0;2666.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.66;1.0;1.0;;;1.0;;358.5;17.5;235.56;
1795;12.2;60.0;300.0;4.0;0.8;3.4;6.0;6.0;4.0;4800.0;;;;;;;;;128.0;;128.0;1.0;1.0;0.0;0.0;;47.0;65.0;11.3;;;1.28;1.0;2.0;;;;;287.0;18.9;208.0;
1796;15.6;120.0;250.0;8.0;1.8;3.8;15.0;6.0;4.0;3200.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;;;3.0;65.0;;41.0;;1.65;;2.0;;;1.0;;358.5;18.99;235.56;
1797;15.6;60.0;;2.0;1.1;2.8;6.0;4.0;4.0;;1.0;2.0;;;;;;;128.0;;128.0;1.0;1.0;0.0;1.0;;36.0;45.0;8.0;2.0;;1.7;;2.0;;;1.0;;363.4;19.9;238.4;
1798;11.6;;;;2.0;2.0;;;4.0;;0.0;0.0;;;;;;;64.0;;;;;;;;;45.0;16.0;2.0;;1.2;1.0;;;;1.0;;290.0;18.8;206.0;
1799;15.6;;250.0;10.0;3.4;4.6;15.0;12.0;8.0;3200.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;;;41.0;45.0;;3.0;;1.52;1.0;2.0;;;;;360.0;18.6;236.0;
1800;11.6;;;8.0;;;;;4.0;;0.0;0.0;;;;;;;64.0;;;;;;;;36.0;45.0;15.0;2.0;;1.0;1.0;;;;1.0;;290.0;18.8;206.0;
1801;15.6;60.0;;4.0;1.1;2.8;6.0;4.0;4.0;2933.0;;0.0;;;;;;;128.0;;;;;;;;50.0;45.0;14.0;3.0;;1.6;2.0;2.0;;;;;366.4;20.0;244.2;
1802;14.0;60.0;250.0;4.0;2.4;4.1;15.0;4.0;8.0;4800.0;;;;;;;;;256.0;;256.0;1.0;1.0;0.0;0.0;;38.0;65.0;8.4;;;1.43;1.0;2.0;;;;;324.2;19.9;215.2;
1803;15.6;;;4.0;2.8;4.3;15.0;4.0;8.0;;;;;;;;;;512.0;;512.0;1.0;1.0;;;;40.0;45.0;11.0;3.0;;1.78;1.0;2.0;;;;;362.9;18.9;237.5;
1804;14.0;;;4.0;1.0;3.4;6.0;6.0;4.0;;;;;;;;;;128.0;;128.0;1.0;1.0;;;;40.0;45.0;9.5;3.0;;1.5;1.0;2.0;;;;;319.8;18.9;227.9;
1805;14.0;;;4.0;1.1;3.3;6.0;4.0;8.0;2933.0;;;;;;;;;128.0;;;1.0;1.0;;;;50.0;45.0;12.0;3.0;;1.5;2.0;2.0;;;;;325.4;19.7;223.0;
1806;14.0;;250.0;8.0;;3.8;;6.0;8.0;3200.0;1.0;;;;;;;;512.0;;512.0;;;;;;;45.0;8.0;3.0;;1.4;1.0;2.0;;;;;323.7;32.5;215.0;
1807;11.6;60.0;250.0;4.0;0.8;3.4;6.0;6.0;4.0;4800.0;;;;;;;;;128.0;;128.0;1.0;1.0;0.0;0.0;;47.0;45.0;11.3;;;1.16;1.0;2.0;;;;;287.0;19.75;200.0;
1808;11.6;60.0;250.0;4.0;0.8;3.4;6.0;6.0;4.0;4800.0;;;;;;;;;128.0;;128.0;1.0;1.0;0.0;0.0;;47.0;65.0;12.1;;;1.25;1.0;2.0;;;;;287.0;18.9;200.0;
1809;15.6;60.0;;4.0;1.0;3.4;6.0;6.0;8.0;;;;;;;;;;128.0;;128.0;1.0;1.0;;;;50.0;45.0;11.5;;;1.7;1.0;2.0;;;;;362.9;18.9;237.5;
1810;17.3;144.0;250.0;8.0;3.3;4.4;45.0;12.0;16.0;;2.0;2.0;;6.0;140.0;2455.0;;;1000.0;;1000.0;1.0;2.0;;;;90.0;230.0;5.5;4.0;;3.0;1.0;1.0;1.0;2.0;;;400.5;27.0;294.48;
1811;153.0;;500.0;8.0;;;;;8.0;;;;;;;;;;;;256.0;;;;;;665.0;35.0;;;18.0;151.0;2.0;;1.0;;;;3404.0;115.0;2376.0;
1812;17.3;144.0;250.0;8.0;3.3;4.4;45.0;12.0;16.0;;2.0;2.0;;6.0;140.0;2455.0;;;1000.0;;1000.0;1.0;2.0;;;;90.0;230.0;5.5;4.0;;3.0;;1.0;1.0;2.0;;;400.5;27.9;294.48;
1813;153.0;;500.0;8.0;;;;;8.0;;;;;;;;;;;;256.0;;;;;;665.0;35.0;;;18.0;151.0;2.0;;1.0;;;;3404.0;115.0;2376.0;
1814;153.0;;500.0;8.0;;;;;8.0;;;;;;;;;;;;256.0;;;;;;665.0;35.0;;;18.0;151.0;2.0;;1.0;;;;3404.0;115.0;2376.0;
1815;16.0;165.0;500.0;24.0;3.9;5.4;55.0;36.0;32.0;5600.0;2.0;2.0;;8.0;140.0;1585.0;;;1000.0;;1000.0;1.0;2.0;;;;90.0;330.0;6.5;4.0;;2.6;2.0;1.0;1.0;2.0;;;360.1;26.55;279.9;
1816;15.6;144.0;;6.0;2.2;4.5;45.0;12.0;16.0;3200.0;;;;6.0;115.0;;;;1000.0;;1000.0;1.0;2.0;;;;;120.0;;4.0;;2.1;1.0;2.0;;;1.0;;360.2;23.0;243.5;
1817;16.1;144.0;300.0;6.0;3.3;4.2;45.0;16.0;16.0;3200.0;2.0;2.0;;6.0;90.0;;;;512.0;;512.0;;;;;;70.0;200.0;;4.0;;2.48;1.0;3.0;;;;;370.0;23.5;260.0;
1818;13.3;60.0;400.0;8.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;50.0;;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1819;13.6;;500.0;8.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;52.6;;18.0;;;1.24;;;2.0;;;;304.1;11.3;215.0;
1820;15.6;144.0;;6.0;2.7;4.5;45.0;12.0;16.0;3200.0;2.0;2.0;;4.0;40.0;;;;512.0;;512.0;1.0;1.0;0.0;1.0;;51.0;120.0;7.0;3.0;;1.86;1.0;3.0;;;;;359.0;21.7;254.0;
1821;13.6;;500.0;8.0;;;;4.0;8.0;;;;;;;;;;512.0;;512.0;;;;;;53.0;;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;
1822;13.3;60.0;400.0;8.0;;;;;8.0;;;;;;;;;;512.0;;512.0;;;;;;50.0;30.0;10.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1823;13.6;;500.0;8.0;;;;4.0;16.0;;;;;;;;;;512.0;;512.0;;;;;;53.0;;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;
1824;13.3;60.0;400.0;8.0;;;;;8.0;;;;;;;;;;512.0;;512.0;;;;;;50.0;;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1825;13.6;;500.0;8.0;;;;4.0;16.0;;;;;;;;;;256.0;;256.0;;;;;;53.0;;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;
1826;17.3;144.0;250.0;8.0;3.3;4.4;45.0;12.0;16.0;;2.0;2.0;;8.0;140.0;2350.0;;;1000.0;;1000.0;1.0;2.0;;;;90.0;280.0;5.5;4.0;;3.0;;1.0;1.0;2.0;;;400.5;27.9;294.48;
1827;14.2;;1000.0;11.0;;;;;18.0;;;;;;;;;;512.0;;512.0;;;;;;58.0;;20.0;;;1.61;2.0;;2.0;;;;312.6;15.5;221.2;
1828;13.3;60.0;400.0;8.0;;;;;8.0;;;;;;;;;;256.0;;256.0;;;;;;50.0;30.0;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1829;13.3;;400.0;8.0;;;;;8.0;;;;;;;;;;256.0;;256.0;;;;;;50.0;;10.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1830;13.3;60.0;400.0;8.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;50.0;;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1831;13.3;60.0;400.0;8.0;;;;;16.0;3733.0;;;;;;;;;256.0;;256.0;;;;;;50.0;30.0;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1832;13.6;;500.0;8.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;52.6;35.0;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;
1833;13.6;;500.0;8.0;;;;;16.0;;;;;;;;;;1000.0;;1000.0;;;;;;52.6;35.0;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;
1834;13.3;60.0;400.0;8.0;;;;;16.0;2133.0;;;;;;;;;256.0;;256.0;;;;;;50.0;30.0;15.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1835;16.0;240.0;500.0;24.0;3.9;5.4;55.0;36.0;32.0;5600.0;2.0;2.0;;8.0;140.0;2080.0;;;2000.0;;2000.0;1.0;2.0;;;;90.0;330.0;5.0;4.0;;2.6;;1.0;2.0;2.0;;;357.78;24.9;278.74;
1836;13.6;;500.0;8.0;;;;4.0;8.0;;;;;;;;;;256.0;;256.0;;;;;;53.0;;18.0;;;1.24;;;2.0;;;;304.0;11.3;215.0;
1837;15.6;144.0;;12.0;2.5;4.5;95.0;18.0;8.0;3200.0;1.0;2.0;;4.0;75.0;1500.0;;;512.0;;512.0;1.0;2.0;;;;54.0;150.0;;;;1.9;2.0;1.0;;;1.0;;360.0;22.7;238.0;
1838;13.6;;500.0;8.0;;;;4.0;16.0;;;;;;;;;;1000.0;;1000.0;;;;;;53.0;;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;
1839;13.6;;500.0;8.0;;;;4.0;16.0;;;;;;;;;;256.0;;256.0;;;;;;53.0;;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;
1840;17.3;144.0;300.0;14.0;3.5;4.7;45.0;24.0;32.0;;2.0;2.0;;6.0;140.0;2455.0;;;1000.0;;1000.0;1.0;2.0;;;;90.0;230.0;5.5;4.0;;3.0;1.0;1.0;;2.0;;;400.5;27.9;294.48;
1841;136.0;;500.0;8.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;526.0;30.0;;;18.0;124.0;2.0;;2.0;;;;304.0;113.0;215.0;
1842;15.6;165.0;300.0;14.0;3.8;5.0;45.0;24.0;32.0;;2.0;2.0;;8.0;150.0;1660.0;;;1000.0;;1000.0;1.0;2.0;;;;90.0;280.0;6.0;4.0;;2.6;;1.0;1.0;2.0;;;359.4;24.9;276.6;
1843;15.6;165.0;;14.0;;5.0;115.0;24.0;16.0;4800.0;2.0;2.0;;8.0;140.0;2175.0;;;1000.0;;1000.0;;;;;;99.0;240.0;;;;2.25;1.0;1.0;1.0;2.0;;;360.0;20.9;272.0;
1844;153.0;;500.0;;;;;;24.0;;;;;;;;;;2000.0;;2000.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
1845;153.0;;500.0;;;;;;24.0;;;;;;;;;;1000.0;;1000.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
1846;16.2;120.0;1000.0;14.0;;;;;36.0;;;;;;;;;;1000.0;;1000.0;;;;;;100.0;;22.0;;;1.61;3.0;;3.0;;;;355.7;16.8;248.1;
1847;14.2;;1000.0;8.0;;;;;8.0;;;;;;;;;;1000.0;;1000.0;;;;;;58.0;;20.0;;;1.55;2.0;;2.0;;;;312.6;15.5;221.2;
1848;13.6;;500.0;8.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;52.6;;18.0;;;1.24;;;2.0;;;;304.1;11.3;215.0;
1849;15.6;144.0;;12.0;2.5;4.5;45.0;18.0;16.0;3200.0;2.0;2.0;;8.0;75.0;2010.0;;;512.0;;512.0;1.0;2.0;;;;54.0;150.0;;;;1.9;2.0;1.0;;;1.0;;360.0;22.7;238.0;
1850;16.0;240.0;400.0;16.0;1.5;5.0;55.0;30.0;32.0;4800.0;2.0;2.0;;8.0;130.0;2175.0;;;2000.0;;2000.0;1.0;;;;;97.0;230.0;6.75;6.0;;2.09;;2.0;2.0;;;;356.5;19.9;269.0;
1851;13.6;;500.0;8.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;52.6;35.0;18.0;;;1.24;;;2.0;;;;304.1;11.3;215.0;
1852;13.6;;500.0;8.0;;;;;16.0;;;;;;;;;;1000.0;;1000.0;;;;;;52.6;35.0;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;
1853;153.0;;500.0;;;;;;24.0;;;;;;;;;;1000.0;;1000.0;;;;;;665.0;70.0;;;15.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
1854;153.0;;500.0;;;;;;16.0;;;;;;;;;;1000.0;;1000.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
1855;13.6;;500.0;8.0;;;;4.0;16.0;;;;;;;;;;1000.0;;1000.0;;;;;;53.0;;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;
1856;153.0;;500.0;;;;;;24.0;;;;;;;;;;512.0;;512.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
1857;13.6;;500.0;8.0;;;;4.0;16.0;;;;;;;;;;1000.0;;1000.0;;;;;;53.0;;18.0;;;1.24;;;2.0;;;;304.0;11.3;215.0;
1858;13.6;;500.0;8.0;;;;;24.0;;;;;;;;;;2000.0;;2000.0;;;;;;52.6;35.0;18.0;;;1.24;;;2.0;;;;304.1;11.3;215.0;
1859;15.3;;500.0;;;;;;16.0;;;;;;;;;;256.0;;256.0;;;;;;66.5;70.0;15.0;;;1.51;;;2.0;;;;340.4;11.5;237.6;
1860;13.6;;500.0;8.0;;;;;24.0;;;;;;;;;;1000.0;;1000.0;;;;;;52.6;67.0;18.0;;;1.24;;;2.0;;;;304.0;11.3;215.0;
1861;13.6;;500.0;8.0;;;;;16.0;;;;;;;;;;2000.0;;2000.0;;;;;;52.6;67.0;18.0;;;1.24;;;2.0;;;;304.0;11.3;215.0;
1862;13.3;60.0;;8.0;;;;;8.0;;;;;;;;;;512.0;;512.0;;;;;;50.0;30.0;19.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1863;13.6;;500.0;8.0;;;;4.0;16.0;;;;;;;;;;1000.0;;1000.0;;;;;;53.0;;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;
1864;13.3;60.0;400.0;8.0;;;;;8.0;;;;;;;;;;512.0;;512.0;;;;;;50.0;;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1865;13.3;60.0;400.0;8.0;;;;;8.0;;;;;;;;;;1000.0;;1000.0;;;;;;50.0;;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1866;13.6;;500.0;8.0;;;;4.0;16.0;;;;;;;;;;256.0;;256.0;;;;;;53.0;;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;
1867;13.3;;400.0;8.0;;;;;8.0;;;;;;;;;;256.0;;256.0;;;;;;50.0;30.0;15.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
