attribute;value;rating;rating_count
Functions;['Quick charge', 'Fingerprint reader in display', 'Face Unlock', 'FM Radio', 'MMS support'];3.5;2.0
Functions;['Quick charge', 'Fingerprint reader in display', 'Face Unlock', 'MMS support', 'Dolby Atmos'];4.4;74.0
Functions;['Quick charge', 'Fingerprint reader in display', 'Face Unlock', 'MMS support', 'OTG', 'Dolby Atmos'];4.9314285714285715;70.0
Functions;['Quick charge', 'Fingerprint reader in display', 'Face Unlock', 'MMS support'];4.7;356.0
Functions;['Quick charge', 'Fingerprint reader in display', 'MMS support', 'OTG', 'Dolby Atmos'];4.726994906621392;2356.0
Functions;['Quick charge', 'Fingerprint reader in display', 'MMS support', 'OTG'];4.9;96.0
Functions;['Quick charge', 'Fingerprint reader on body', 'FM Radio', 'MMS support', 'OTG'];4.741176470588236;17.0
Functions;['Quick charge', 'Fingerprint reader on body', 'FM Radio', 'MMS support'];4.6112676056338024;71.0
Functions;['Quick charge', 'Fingerprint reader on body', 'Face Unlock', 'FM Radio', 'MMS support', 'OTG', 'Dolby Atmos'];4.631465517241379;464.0
Functions;['Quick charge', 'Fingerprint reader on body', 'Face Unlock', 'FM Radio', 'MMS support', 'OTG'];4.625925925925926;270.0
Functions;['Quick charge', 'Fingerprint reader on body', 'Face Unlock', 'FM Radio', 'MMS support'];4.0;120.0
Functions;['Quick charge', 'Fingerprint reader on body', 'Face Unlock', 'MMS support', 'OTG', 'Dolby Atmos'];4.4;66.0
Functions;['Quick charge', 'Fingerprint reader on body', 'Face Unlock', 'MMS support', 'OTG'];4.5237471087124135;1297.0
Functions;['Quick charge', 'Fingerprint reader on body', 'Face Unlock', 'MMS support', 'Stylus'];;0.0
Functions;['Quick charge', 'Fingerprint reader on body', 'Face Unlock', 'MMS support'];4.3;13.0
Functions;['Quick charge', 'Fingerprint reader on body', 'Face Unlock', 'Notification diode', 'FM Radio', 'MMS support', 'OTG'];3.85;32.0
Functions;['Quick charge', 'Fingerprint reader on body', 'Face Unlock', 'Notification diode', 'FM Radio', 'MMS support'];4.427586206896552;29.0
Functions;['Quick charge', 'Fingerprint reader on body', 'Face Unlock', 'SOS button', 'FM Radio', 'MMS support', 'OTG'];4.4;153.0
Functions;['Quick charge', 'Fingerprint reader on body', 'Face Unlock', 'SOS button', 'MMS support', 'OTG'];4.6;356.0
Functions;['Quick charge', 'Fingerprint reader on body', 'Face Unlock', 'SOS button', 'Notification diode', 'FM Radio', 'MMS support', 'OTG'];;0.0
Functions;['Quick charge', 'Fingerprint reader on body', 'MMS support', 'OTG'];4.5;1140.0
Functions;['Quick charge', 'Fingerprint reader on body', 'MMS support'];4.4;41.0
Functions;['Quick charge', 'MMS support', 'OTG'];4.3500000000000005;12.0
Functions;['Quick charge', 'MMS support'];;0.0
Functions;['Quick charge', 'Wireless charging', 'Fast wireless charging', 'Fingerprint reader in display', 'Face Unlock', 'Reverse wireless charging', 'MMS support', 'OTG'];4.4;16.0
Functions;['Quick charge', 'Wireless charging', 'Fast wireless charging', 'Fingerprint reader in display', 'Face Unlock', 'Reverse wireless charging', 'MMS support'];4.622222222222223;81.0
Functions;['Quick charge', 'Wireless charging', 'Fast wireless charging', 'Fingerprint reader in display', 'Reverse wireless charging', 'MMS support', 'OTG'];4.7;58.0
Functions;['Quick charge', 'Wireless charging', 'Fast wireless charging', 'Fingerprint reader on body', 'Face Unlock', 'MMS support', 'OTG'];4.7;119.0
Functions;['Quick charge', 'Wireless charging', 'Fast wireless charging', 'Fingerprint reader on body', 'Face Unlock', 'Reverse wireless charging', 'MMS support', 'OTG', 'Desktop mode (Samsung Dex)', 'Dolby Atmos'];5.0;136.0
Functions;['Quick charge', 'Wireless charging', 'Fast wireless charging', 'Fingerprint reader on body', 'Face Unlock', 'Reverse wireless charging', 'MMS support', 'OTG', 'Desktop mode (Samsung Dex)', 'Stylus', 'Dolby Atmos'];5.0;54.0
Functions;['Quick charge', 'Wireless charging', 'Fast wireless charging', 'Fingerprint reader on body', 'Face Unlock', 'Reverse wireless charging', 'Notification diode', 'FM Radio', 'MMS support', 'OTG'];3.7;10.0
Functions;['Quick charge', 'Wireless charging', 'Fingerprint reader in display', 'Face Unlock', 'MMS support', 'OTG', 'Dolby Atmos'];4.575409836065574;122.0
Functions;['Quick charge', 'Wireless charging', 'Fingerprint reader on body', 'Face Unlock', 'MMS support'];3.8;13.0
Functions;['Quick charge', 'Wireless charging', 'Fingerprint reader on body', 'MMS support'];3.0;6.0
Functions;['Quick charging', 'FM Radio', 'MMS support', 'Dolby Atmos'];4.7;32.0
Functions;['Quick charging', 'FM Radio', 'MMS support'];3.8;10.0
Functions;['Quick charging', 'Face Unlock', 'MMS support', 'OTG', 'Dolby Atmos'];4.4;54.0
Functions;['Quick charging', 'Face Unlock', 'MMS support', 'OTG'];4.41;20.0
Functions;['Quick charging', 'Face Unlock', 'MMS support'];4.0;6.0
Functions;['Quick charging', 'Face Unlock', 'Notification diode', 'FM Radio', 'MMS support', 'OTG'];4.3;8.0
Functions;['Quick charging', 'Face Unlock', 'Notification diode', 'FM Radio', 'MMS support'];;0.0
Functions;['Quick charging', 'Face Unlock', 'Notification diode'];4.0;5.0
Functions;['Quick charging', 'Face Unlock', 'SOS button', 'FM Radio', 'MMS support', 'OTG'];4.5;168.0
Functions;['Quick charging', 'Fast wireless charging', 'Fingerprint reader in display', 'Face Unlock', 'MMS support', 'Dolby Atmos'];4.6;69.0
