attribute;value;rating;rating_count
Height [mm];157.4;4.7;40.0
Height [mm];157.5;4.5375;32.0
Height [mm];157.95;4.675;40.0
Height [mm];158.18;5.0;1.0
Height [mm];160.0;3.0;1.0
Height [mm];160.1;3.0;2.0
Height [mm];161.0;4.6;15.0
Height [mm];161.1;3.6;5.0
Height [mm];161.3;4.0;14.0
Height [mm];162.2;3.738461538461539;39.0
Height [mm];162.4;4.2;37.0
Height [mm];163.0;3.882142857142857;56.0
Height [mm];164.0;4.5;2.0
Height [mm];165.0;3.0;1.0
Height [mm];165.8;4.555555555555555;9.0
Height [mm];166.0;4.0;14.0
Height [mm];166.2;4.3;14.0
Height [mm];166.67;4.2;21.0
Height [mm];168.7;5.0;8.0
Height [mm];169.0;4.7;22.0
Height [mm];170.0;4.0;11.0
Height [mm];174.1;4.870588235294118;289.0
Height [mm];184.53;4.25;4.0
Height [mm];185.4;4.8;5.0
Height [mm];189.5;1.0;1.0
Height [mm];190.5;4.4;5.0
Height [mm];190.76;4.5;11.0
